path,label,label_name,group,part,split
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/109.JPG,1,fine,fine_grained/109,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/109_.jpg,1,fine,fine_grained/109,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/11.jpg,1,fine,fine_grained/11,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/110.JPG,1,fine,fine_grained/110,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/110_.jpg,1,fine,fine_grained/110,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/111.JPG,1,fine,fine_grained/111,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/111_.jpg,1,fine,fine_grained/111,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/112.JPG,1,fine,fine_grained/112,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/113.JPG,1,fine,fine_grained/113,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/114.JPG,1,fine,fine_grained/114,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/115.JPG,1,fine,fine_grained/115,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/116.JPG,1,fine,fine_grained/116,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/117.JPG,1,fine,fine_grained/117,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/118.JPG,1,fine,fine_grained/118,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/119.JPG,1,fine,fine_grained/119,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/12.jpg,1,fine,fine_grained/12,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/120.JPG,1,fine,fine_grained/120,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/121.JPG,1,fine,fine_grained/121,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/122.JPG,1,fine,fine_grained/122,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/123.JPG,1,fine,fine_grained/123,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/124.JPG,1,fine,fine_grained/124,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/125.JPG,1,fine,fine_grained/125,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/125_.jpg,1,fine,fine_grained/125,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/126.JPG,1,fine,fine_grained/126,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/126_.jpg,1,fine,fine_grained/126,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/127.JPG,1,fine,fine_grained/127,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/128.JPG,1,fine,fine_grained/128,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/129.JPG,1,fine,fine_grained/129,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/13.jpg,1,fine,fine_grained/13,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/130.JPG,1,fine,fine_grained/130,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/131.JPG,1,fine,fine_grained/131,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/131_.jpg,1,fine,fine_grained/131,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/132.JPG,1,fine,fine_grained/132,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/133.JPG,1,fine,fine_grained/133,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/134.JPG,1,fine,fine_grained/134,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/135.JPG,1,fine,fine_grained/135,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/136.JPG,1,fine,fine_grained/136,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/137.JPG,1,fine,fine_grained/137,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/138.JPG,1,fine,fine_grained/138,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/139.JPG,1,fine,fine_grained/139,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/14.jpg,1,fine,fine_grained/14,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/140.JPG,1,fine,fine_grained/140,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/141.JPG,1,fine,fine_grained/141,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/142.JPG,1,fine,fine_grained/142,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/15.jpg,1,fine,fine_grained/15,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/16.jpg,1,fine,fine_grained/16,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/17.jpg,1,fine,fine_grained/17,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/18.jpg,1,fine,fine_grained/18,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/1820350 1.jpg,1,fine,slide_1820350,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/1820351 2.jpg,1,fine,slide_1820351,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/19.jpg,1,fine,fine_grained/19,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/2-.jpg,1,fine,fine_grained/2,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/2.24 x10.JPG,1,fine,fine_grained/2.24 x10,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/2.27 x10.JPG,1,fine,fine_grained/2.27 x10,ore_photos_by_grade_part2,trainval
"/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/2.8 х 10, 218.JPG",1,fine,"fine_grained/2.8 х 10, 218",ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/2.jpg,1,fine,fine_grained/2,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/20.jpg,1,fine,fine_grained/20,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/21.jpg,1,fine,fine_grained/21,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/22.jpg,1,fine,fine_grained/22,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/23.jpg,1,fine,fine_grained/23,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/24.jpg,1,fine,fine_grained/24,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/24_.jpg,1,fine,fine_grained/24,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/25.jpg,1,fine,fine_grained/25,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/252 1.jpg,1,fine,fine_grained/252 1,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/252 2.jpg,1,fine,fine_grained/252 2,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/254 1.jpg,1,fine,fine_grained/254 1,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/256 2.jpg,1,fine,fine_grained/256 2,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/26.jpg,1,fine,fine_grained/26,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/27.jpg,1,fine,fine_grained/27,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/28.jpg,1,fine,fine_grained/28,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/28_.jpg,1,fine,fine_grained/28,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/29.jpg,1,fine,fine_grained/29,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/3.jpg,1,fine,fine_grained/3,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/30.jpg,1,fine,fine_grained/30,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/30_.jpg,1,fine,fine_grained/30,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/31.jpg,1,fine,fine_grained/31,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/32.jpg,1,fine,fine_grained/32,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/32_.jpg,1,fine,fine_grained/32,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/34.jpg,1,fine,fine_grained/34,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/35.jpg,1,fine,fine_grained/35,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/36.jpg,1,fine,fine_grained/36,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/37.jpg,1,fine,fine_grained/37,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/37_.jpg,1,fine,fine_grained/37,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/38.jpg,1,fine,fine_grained/38,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/39.jpg,1,fine,fine_grained/39,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/3_.jpg,1,fine,fine_grained/3,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/4.jpg,1,fine,fine_grained/4,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/40.jpg,1,fine,fine_grained/40,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/41.jpg,1,fine,fine_grained/41,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/42.jpg,1,fine,fine_grained/42,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/43.jpg,1,fine,fine_grained/43,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/44.jpg,1,fine,fine_grained/44,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/45.jpg,1,fine,fine_grained/45,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/46 (2).jpg,1,fine,fine_grained/46,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/46.jpg,1,fine,fine_grained/46,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/47.jpg,1,fine,fine_grained/47,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/48.jpg,1,fine,fine_grained/48,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/49.jpg,1,fine,fine_grained/49,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/5.jpg,1,fine,fine_grained/5,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/50.jpg,1,fine,fine_grained/50,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/51.jpg,1,fine,fine_grained/51,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/52 (2).jpg,1,fine,fine_grained/52,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/52.jpg,1,fine,fine_grained/52,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/52_.jpg,1,fine,fine_grained/52,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/53.jpg,1,fine,fine_grained/53,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/54.jpg,1,fine,fine_grained/54,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/55.jpg,1,fine,fine_grained/55,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/56.jpg,1,fine,fine_grained/56,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/57.jpg,1,fine,fine_grained/57,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/58.JPG,1,fine,fine_grained/58,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/58_.jpg,1,fine,fine_grained/58,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/59.JPG,1,fine,fine_grained/59,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/59_.jpg,1,fine,fine_grained/59,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/5_.jpg,1,fine,fine_grained/5,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/60.JPG,1,fine,fine_grained/60,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/60_.jpg,1,fine,fine_grained/60,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/61.JPG,1,fine,fine_grained/61,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/62.JPG,1,fine,fine_grained/62,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/63.JPG,1,fine,fine_grained/63,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/63_.jpg,1,fine,fine_grained/63,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/64.JPG,1,fine,fine_grained/64,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/64_.jpg,1,fine,fine_grained/64,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/65.JPG,1,fine,fine_grained/65,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/65_.jpg,1,fine,fine_grained/65,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/66.JPG,1,fine,fine_grained/66,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/66_.jpg,1,fine,fine_grained/66,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/67.JPG,1,fine,fine_grained/67,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/67_.jpg,1,fine,fine_grained/67,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/68 3.jpg,1,fine,fine_grained/68 3,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/68.JPG,1,fine,fine_grained/68,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/68_.jpg,1,fine,fine_grained/68,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/69 1.jpg,1,fine,fine_grained/69 1,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/69.JPG,1,fine,fine_grained/69,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/69_.jpg,1,fine,fine_grained/69,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/6_.jpg,1,fine,fine_grained/6,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/7.jpg,1,fine,fine_grained/7,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/70 2.jpg,1,fine,fine_grained/70 2,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/70 3.jpg,1,fine,fine_grained/70 3,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/70.JPG,1,fine,fine_grained/70,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/70_.jpg,1,fine,fine_grained/70,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/71 (2).jpg,1,fine,fine_grained/71,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/71.JPG,1,fine,fine_grained/71,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/71_.jpg,1,fine,fine_grained/71,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/72.JPG,1,fine,fine_grained/72,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/72_.jpg,1,fine,fine_grained/72,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/73.JPG,1,fine,fine_grained/73,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/73_ (2).jpg,1,fine,fine_grained/73,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/73_.jpg,1,fine,fine_grained/73,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/74.JPG,1,fine,fine_grained/74,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/75.JPG,1,fine,fine_grained/75,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/76.JPG,1,fine,fine_grained/76,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/76_.jpg,1,fine,fine_grained/76,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/77.JPG,1,fine,fine_grained/77,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/77_.jpg,1,fine,fine_grained/77,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/78.JPG,1,fine,fine_grained/78,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/79.JPG,1,fine,fine_grained/79,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/7_ (2).jpg,1,fine,fine_grained/7,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/7_.jpg,1,fine,fine_grained/7,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/8.jpg,1,fine,fine_grained/8,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/80.JPG,1,fine,fine_grained/80,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/80_.jpg,1,fine,fine_grained/80,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/81.JPG,1,fine,fine_grained/81,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/82 (2).JPG,1,fine,fine_grained/82,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/82.JPG,1,fine,fine_grained/82,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/83.JPG,1,fine,fine_grained/83,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/83_.jpg,1,fine,fine_grained/83,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/84.JPG,1,fine,fine_grained/84,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/85.JPG,1,fine,fine_grained/85,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/86.JPG,1,fine,fine_grained/86,ore_photos_by_grade_part2,trainval
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/87.JPG,1,fine,fine_grained/87,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/88.JPG,1,fine,fine_grained/88,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/89.JPG,1,fine,fine_grained/89,ore_photos_by_grade_part2,holdout
/Users/den1shh/Documents/nornickel/miners/data/ore_photos_by_grade_part2/fine_grained/8_.jpg,1,fine,fine_grained/8,ore_photos_by_grade_part2,trainval
